,Quantity,Tax,Size,Paper Type,Lamination,Sides Printed,Turnaround,PriceStandard,Production Days Standard,Standard Sku
5983,50,0.2,A3,170gsm Art Paper Silk Finish,None,Double Sided,,21.85,3,FLY-459-460-602-517-STANDARD
5110,50,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Single Sided,,16.24,3,FLY-698-715-508-600-STANDARD
3610,50,0.0,A7,170gsm Art Paper Gloss Finish,None,Double Sided,,14.72,3,FLY-510-660-562-561-STANDARD
5529,50,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Double Sided,,20.9,3,FLY-559-497-514-462-STANDARD
5668,50,0.2,A3,120gsm Premium Smooth White Paper,None,Single Sided,,29.78,4,FLY-689-461-464-565-STANDARD
2729,50,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Double Sided,,16.15,3,FLY-509-515-644-514-STANDARD
1260,50,0.2,A3,300gsm Art Board Coated,None,Single Sided,,25.27,3,FLY-699-516-565-577-STANDARD
1354,50,0.0,A3,350gsm Art Board Silk Finish,None,Double Sided,,26.6,3,FLY-600-652-559-418-STANDARD
2273,50,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Single Sided,,15.34,3,FLY-543-472-525-562-STANDARD
6532,50,0.0,A7,170gsm Art Paper Gloss Finish,None,Single Sided,,13.99,3,FLY-619-694-464-473-STANDARD
770,50,0.2,A6,100gsm Premium Smooth White Paper,None,Double Sided,,15.2,4,FLY-696-612-513-616-STANDARD
4802,50,0.0,A4,350gsm Art Board Silk Finish,None,Double Sided,,20.9,3,FLY-475-700-701-515-STANDARD
4087,50,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Single Sided,,17.15,3,FLY-506-554-607-507-STANDARD
1319,50,0.0,A5,130gsm Art Paper Gloss Finish,None,Double Sided,,15.68,3,FLY-606-700-564-563-STANDARD
4120,50,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,16.15,5,FLY-425-714-469-606-STANDARD
2465,50,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,17.15,5,FLY-609-503-511-559-STANDARD
5076,50,0.0,A6,170gsm Art Paper Gloss Finish,None,Double Sided,,15.68,3,FLY-466-563-520-505-STANDARD
3650,50,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Single Sided,,16.24,3,FLY-559-699-613-611-STANDARD
6858,50,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Double Sided,,17.1,3,FLY-519-505-603-518-STANDARD
3685,50,0.2,A3,100gsm Premium Smooth White Paper,None,Double Sided,,25.08,4,FLY-653-525-608-523-STANDARD
6593,50,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,,15.68,3,FLY-513-607-622-594-STANDARD
5042,50,0.0,A4,130gsm Art Paper Silk Finish,None,Single Sided,,16.24,3,FLY-699-606-565-557-STANDARD
6891,50,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,22.56,5,FLY-471-559-655-559-STANDARD
6627,50,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,22.56,5,FLY-657-521-619-559-STANDARD
6482,50,0.0,A6,130gsm Art Paper Gloss Finish,None,Single Sided,,14.44,3,FLY-561-661-558-561-STANDARD
3532,50,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Single Sided,,19.85,3,FLY-649-568-645-610-STANDARD
145,50,0.0,A4,130gsm Art Paper Silk Finish,None,Double Sided,,17.1,3,FLY-611-505-479-573-STANDARD
4053,50,0.0,A6,170gsm Art Paper Silk Finish,None,Single Sided,,14.9,3,FLY-515-565-509-421-STANDARD
1464,50,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Double Sided,,17.1,3,FLY-609-508-560-505-STANDARD
4204,50,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Single Sided,,14.44,3,FLY-563-655-515-563-STANDARD
4745,50,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,18.95,5,FLY-564-516-559-519-STANDARD
5788,50,0.0,A6,130gsm Art Paper Silk Finish,None,Single Sided,,14.44,3,FLY-649-529-558-466-STANDARD
6927,50,0.2,A3,130gsm Art Paper Gloss Finish,None,Single Sided,,18.05,3,FLY-702-614-473-603-STANDARD
5169,50,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Double Sided,,15.2,3,FLY-551-516-514-652-STANDARD
3542,50,0.0,A5,170gsm Art Paper Gloss Finish,None,Single Sided,,15.34,3,FLY-515-526-479-512-STANDARD
1225,50,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,,15.2,3,FLY-500-562-558-563-STANDARD
6442,50,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,15.34,5,FLY-416-661-469-605-STANDARD
699,50,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Single Sided,,21.66,3,FLY-645-614-556-656-STANDARD
1429,50,0.2,A3,130gsm Art Paper Gloss Finish,None,Double Sided,,19.0,3,FLY-659-662-515-599-STANDARD
6030,50,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,23.75,5,FLY-553-519-507-563-STANDARD
3576,50,0.2,A3,130gsm Art Paper Silk Finish,None,Double Sided,,19.0,3,FLY-697-609-600-557-STANDARD
2263,50,0.0,A7,350gsm Recycled Uncoated,None,Single Sided,,18.05,3,FLY-460-510-563-650-STANDARD
3736,50,0.2,A5,120gsm Premium Smooth White Paper,None,Single Sided,,19.85,4,FLY-559-465-507-463-STANDARD
4170,50,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Single Sided,,19.85,3,FLY-463-599-525-650-STANDARD
5890,50,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Double Sided,,20.9,4,FLY-567-666-644-514-STANDARD
111,50,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Double Sided,,18.05,3,FLY-520-756-701-608-STANDARD
4768,50,0.2,A4,100gsm Premium Smooth White Paper,None,Single Sided,,18.05,4,FLY-520-565-521-515-STANDARD
828,50,0.2,A7,350gsm Art Board Silk Finish,None,Double Sided,,15.2,3,FLY-555-651-469-510-STANDARD
1395,50,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Double Sided,,15.68,3,FLY-479-705-617-562-STANDARD
2849,50,0.0,A7,350gsm Recycled Uncoated,None,Double Sided,,19.0,3,FLY-520-614-516-651-STANDARD
179,50,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,16.24,3,FLY-548-462-573-566-STANDARD
2342,50,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Double Sided,,16.15,3,FLY-519-612-566-654-STANDARD
3812,50,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,31.59,5,FLY-611-422-561-411-STANDARD
3951,50,0.2,A7,350gsm Art Board Silk Finish,None,Single Sided,,14.44,3,FLY-473-615-513-661-STANDARD
4622,50,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Double Sided,,16.15,3,FLY-693-514-565-564-STANDARD
1920,50,0.0,A6,300gsm Art Board Coated,None,Single Sided,,16.24,3,FLY-525-602-433-476-STANDARD
2585,50,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,18.05,5,FLY-511-753-608-552-STANDARD
5462,50,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,17.15,5,FLY-552-604-479-515-STANDARD
5365,50,0.0,A7,130gsm Art Paper Silk Finish,None,Single Sided,,13.31,3,FLY-659-703-572-557-STANDARD
4437,50,0.2,A7,100gsm Premium Smooth White Paper,None,Double Sided,,14.06,4,FLY-519-612-554-521-STANDARD
2104,50,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,18.05,5,FLY-504-553-461-569-STANDARD
4963,50,0.0,A4,170gsm Art Paper Silk Finish,None,Double Sided,,18.05,3,FLY-529-515-554-610-STANDARD
3211,50,0.0,A4,130gsm Art Paper Gloss Finish,None,Single Sided,,16.24,3,FLY-601-697-615-463-STANDARD
3040,50,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,23.75,5,FLY-575-699-596-526-STANDARD
405,50,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Double Sided,,16.62,3,FLY-558-606-515-560-STANDARD
6217,50,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,31.59,5,FLY-656-509-659-646-STANDARD
946,50,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,18.95,5,FLY-665-602-564-603-STANDARD
6239,50,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,19.95,5,FLY-652-610-569-605-STANDARD
5822,50,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Single Sided,,18.05,4,FLY-506-518-610-467-STANDARD
6718,50,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,,19.0,4,FLY-556-604-569-542-STANDARD
5279,50,0.0,A6,350gsm Recycled Uncoated,None,Double Sided,,20.9,3,FLY-563-657-517-649-STANDARD
7082,50,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Double Sided,,20.9,3,FLY-610-557-699-506-STANDARD
1829,50,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,,17.15,3,FLY-567-509-615-698-STANDARD
2632,50,0.2,A5,120gsm Premium Smooth White Paper,None,Double Sided,,20.9,4,FLY-563-563-578-564-STANDARD
5323,50,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,,16.15,3,FLY-505-666-521-419-STANDARD
1886,50,0.2,A6,120gsm Premium Smooth White Paper,None,Single Sided,,18.05,4,FLY-520-699-614-508-STANDARD
1050,50,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Single Sided,,17.15,3,FLY-646-566-513-514-STANDARD
6785,50,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,19.95,5,FLY-463-601-571-526-STANDARD
371,50,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Single Sided,,14.9,3,FLY-647-603-648-602-STANDARD
2398,50,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Single Sided,,15.8,3,FLY-651-559-556-596-STANDARD
2037,50,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Double Sided,,15.2,4,FLY-596-707-472-648-STANDARD
5932,50,0.0,A5,130gsm Art Paper Gloss Finish,None,Single Sided,,14.9,3,FLY-515-610-523-493-STANDARD
4537,50,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Single Sided,,15.34,3,FLY-528-569-603-472-STANDARD
6752,50,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Double Sided,,16.62,3,FLY-604-645-568-602-STANDARD
6115,50,0.0,A6,170gsm Art Paper Silk Finish,None,Double Sided,,15.68,3,FLY-510-649-513-464-STANDARD
4571,50,0.0,A6,350gsm Art Board Silk Finish,None,Single Sided,,15.34,3,FLY-605-600-601-606-STANDARD
2003,50,0.0,A6,130gsm Art Paper Silk Finish,None,Double Sided,,15.2,3,FLY-468-610-464-468-STANDARD
3114,50,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,,23.83,4,FLY-554-663-652-568-STANDARD
6149,50,0.0,A5,130gsm Art Paper Silk Finish,None,Single Sided,,14.9,3,FLY-476-519-554-612-STANDARD
969,50,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,,20.76,3,FLY-466-600-516-467-STANDARD
348,50,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,22.56,5,FLY-567-499-646-651-STANDARD
1016,50,0.0,A4,170gsm Art Paper Silk Finish,None,Single Sided,,17.15,3,FLY-559-569-613-566-STANDARD
2071,50,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Double Sided,,15.2,4,FLY-462-558-560-613-STANDARD
4929,50,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Single Sided,,17.15,3,FLY-508-612-611-702-STANDARD
5399,50,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,,14.44,4,FLY-512-546-656-611-STANDARD
2624,50,0.0,A3,350gsm Recycled Uncoated,None,Single Sided,,42.08,3,FLY-560-656-562-519-STANDARD
3147,50,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,33.25,5,FLY-558-613-513-427-STANDARD
3882,50,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Single Sided,,14.9,3,FLY-513-562-602-563-STANDARD
7092,50,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Double Sided,,22.8,3,FLY-620-571-561-469-STANDARD
1,50,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Double Sided,,15.68,3,FLY-570-470-600-606-STANDARD
1953,50,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,16.15,5,FLY-465-523-655-555-STANDARD
6183,50,0.0,A7,130gsm Art Paper Gloss Finish,None,Double Sided,,14.01,3,FLY-661-510-586-608-STANDARD
3269,50,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,,19.0,4,FLY-658-517-526-603-STANDARD
3848,50,0.0,A5,300gsm Art Board Coated,None,Single Sided,,16.24,3,FLY-466-701-515-519-STANDARD
2375,50,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,15.34,5,FLY-468-577-482-664-STANDARD
6086,50,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,23.75,5,FLY-609-611-603-515-STANDARD
4997,50,0.0,A5,350gsm Recycled Uncoated,None,Single Sided,,23.46,3,FLY-565-606-600-651-STANDARD
5289,50,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,,20.76,3,FLY-464-561-425-544-STANDARD
3325,50,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,,19.85,4,FLY-611-506-603-654-STANDARD
4371,50,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,18.95,5,FLY-517-707-616-503-STANDARD
4403,50,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Double Sided,,19.0,4,FLY-464-616-515-520-STANDARD
913,50,0.0,A5,350gsm Art Board Silk Finish,None,Double Sided,,18.05,3,FLY-658-565-525-469-STANDARD
2999,50,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,,17.15,3,FLY-430-572-561-610-STANDARD
5484,50,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,18.95,5,FLY-574-606-466-606-STANDARD
6684,50,0.0,A4,300gsm Art Board Coated,None,Single Sided,,17.15,3,FLY-550-608-599-516-STANDARD
7014,50,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Single Sided,,18.05,4,FLY-663-694-473-564-STANDARD
530,50,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,19.95,5,FLY-481-654-556-607-STANDARD
1717,50,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,,15.34,3,FLY-572-515-518-622-STANDARD
3985,50,0.2,A3,130gsm Art Paper Silk Finish,None,Single Sided,,18.05,3,FLY-458-559-606-423-STANDARD
1123,50,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Double Sided,,18.05,3,FLY-572-609-553-554-STANDARD
3359,50,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,,17.15,3,FLY-460-464-476-563-STANDARD
2763,50,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,,16.7,4,FLY-546-601-601-555-STANDARD
1707,50,0.0,A6,350gsm Recycled Uncoated,None,Single Sided,,19.85,3,FLY-508-566-562-601-STANDARD
6286,50,0.0,A5,170gsm Art Paper Silk Finish,None,Double Sided,,16.15,3,FLY-564-574-602-511-STANDARD
5754,50,0.2,A4,100gsm Premium Smooth White Paper,None,Double Sided,,19.0,4,FLY-561-511-476-552-STANDARD
2161,50,0.2,A7,300gsm Art Board Coated,None,Double Sided,,15.68,3,FLY-461-565-472-656-STANDARD
310,50,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Double Sided,,17.1,3,FLY-518-560-458-516-STANDARD
553,50,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,,18.05,3,FLY-555-609-514-509-STANDARD
5634,50,0.0,A7,170gsm Art Paper Silk Finish,None,Single Sided,,13.99,3,FLY-553-613-506-657-STANDARD
242,50,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,14.72,3,FLY-463-599-607-559-STANDARD
1751,50,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Double Sided,,24.7,3,FLY-562-514-461-463-STANDARD
4673,50,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,22.56,5,FLY-565-521-471-653-STANDARD
1284,50,0.0,A4,130gsm Art Paper Gloss Finish,None,Double Sided,,17.1,3,FLY-527-519-549-523-STANDARD
6262,50,0.2,A3,300gsm Art Board Coated,None,Double Sided,,26.6,3,FLY-612-568-659-556-STANDARD
497,50,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Single Sided,,15.34,3,FLY-610-608-616-563-STANDARD
3302,50,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,19.95,5,FLY-552-657-560-510-STANDARD
7048,50,0.0,A6,350gsm Art Board Silk Finish,None,Double Sided,,16.15,3,FLY-562-706-529-476-STANDARD
4895,50,0.0,A5,170gsm Art Paper Gloss Finish,None,Double Sided,,16.15,3,FLY-481-569-514-568-STANDARD
1795,50,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,,18.05,3,FLY-506-603-615-609-STANDARD
2127,50,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Double Sided,,19.0,4,FLY-611-551-613-514-STANDARD
2818,50,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,17.15,5,FLY-695-518-472-573-STANDARD
5600,50,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Single Sided,,18.05,4,FLY-554-615-567-604-STANDARD
1100,50,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,18.05,5,FLY-519-522-603-512-STANDARD
4394,50,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Single Sided,,27.08,3,FLY-468-460-461-614-STANDARD
1761,50,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,,16.15,3,FLY-521-560-563-701-STANDARD
2552,50,0.2,A7,300gsm Art Board Coated,None,Single Sided,,14.9,3,FLY-655-517-515-527-STANDARD
2850,100,0.0,A7,350gsm Recycled Uncoated,None,Double Sided,,20.9,3,FLY-520-614-516-651-STANDARD
5564,100,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Single Sided,,27.08,3,FLY-608-603-467-564-STANDARD
1192,100,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Double Sided,,20.9,3,FLY-608-511-549-465-STANDARD
5933,100,0.0,A5,130gsm Art Paper Gloss Finish,None,Single Sided,,15.34,3,FLY-515-610-523-493-STANDARD
3849,100,0.0,A5,300gsm Art Board Coated,None,Single Sided,,17.15,3,FLY-466-701-515-519-STANDARD
3813,100,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,48.74,5,FLY-611-422-561-411-STANDARD
277,100,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Single Sided,,17.15,3,FLY-510-623-603-607-STANDARD
5601,100,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Single Sided,,18.95,4,FLY-554-615-567-604-STANDARD
6594,100,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,,16.15,3,FLY-513-607-622-594-STANDARD
4998,100,0.0,A5,350gsm Recycled Uncoated,None,Single Sided,,27.08,3,FLY-565-606-600-651-STANDARD
6753,100,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Double Sided,,17.1,3,FLY-604-645-568-602-STANDARD
2343,100,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Double Sided,,16.62,3,FLY-519-612-566-654-STANDARD
3737,100,0.2,A5,120gsm Premium Smooth White Paper,None,Single Sided,,20.76,4,FLY-559-465-507-463-STANDARD
1158,100,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Double Sided,,16.15,3,FLY-405-508-523-603-STANDARD
1051,100,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Single Sided,,18.05,3,FLY-646-566-513-514-STANDARD
2819,100,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,18.95,5,FLY-695-518-472-573-STANDARD
6685,100,0.0,A4,300gsm Art Board Coated,None,Single Sided,,23.46,3,FLY-550-608-599-516-STANDARD
1226,100,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,,15.2,3,FLY-500-562-558-563-STANDARD
4964,100,0.0,A4,170gsm Art Paper Silk Finish,None,Double Sided,,20.9,3,FLY-529-515-554-610-STANDARD
3779,100,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Single Sided,,15.34,3,FLY-614-656-453-557-STANDARD
2376,100,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,16.24,5,FLY-468-577-482-664-STANDARD
5008,100,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Single Sided,,15.8,3,FLY-657-602-552-650-STANDARD
6719,100,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,,19.95,4,FLY-556-604-569-542-STANDARD
3883,100,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Single Sided,,15.34,3,FLY-513-562-602-563-STANDARD
6628,100,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,30.68,5,FLY-657-521-619-559-STANDARD
5043,100,0.0,A4,130gsm Art Paper Silk Finish,None,Single Sided,,18.05,3,FLY-699-606-565-557-STANDARD
1101,100,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,19.95,5,FLY-519-522-603-512-STANDARD
5984,100,0.2,A3,170gsm Art Paper Silk Finish,None,Double Sided,,28.5,3,FLY-459-460-602-517-STANDARD
1124,100,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Double Sided,,20.9,3,FLY-572-609-553-554-STANDARD
1261,100,0.2,A3,300gsm Art Board Coated,None,Single Sided,,36.1,3,FLY-699-516-565-577-STANDARD
1017,100,0.0,A4,170gsm Art Paper Silk Finish,None,Single Sided,,19.85,3,FLY-559-569-613-566-STANDARD
1507,100,0.2,A4,120gsm Premium Smooth White Paper,None,Double Sided,,30.4,4,FLY-535-606-521-515-STANDARD
3686,100,0.2,A3,100gsm Premium Smooth White Paper,None,Double Sided,,34.2,4,FLY-653-525-608-523-STANDARD
6240,100,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,23.75,5,FLY-652-610-569-605-STANDARD
6087,100,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,32.3,5,FLY-609-611-603-515-STANDARD
3270,100,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,,19.95,4,FLY-658-517-526-603-STANDARD
1796,100,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,,20.9,3,FLY-506-603-615-609-STANDARD
2128,100,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Double Sided,,19.95,4,FLY-611-551-613-514-STANDARD
6263,100,0.2,A3,300gsm Art Board Coated,None,Double Sided,,38.0,3,FLY-612-568-659-556-STANDARD
3303,100,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,23.75,5,FLY-552-657-560-510-STANDARD
1762,100,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,,17.1,3,FLY-521-560-563-701-STANDARD
1752,100,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Double Sided,,28.5,3,FLY-562-514-461-463-STANDARD
3000,100,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,,18.05,3,FLY-430-572-561-610-STANDARD
5290,100,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,,27.08,3,FLY-464-561-425-544-STANDARD
3326,100,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,,20.76,4,FLY-611-506-603-654-STANDARD
1718,100,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,,16.24,3,FLY-572-515-518-622-STANDARD
243,100,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,14.96,3,FLY-463-599-607-559-STANDARD
180,100,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,18.05,3,FLY-548-462-573-566-STANDARD
3360,100,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,,19.85,3,FLY-460-464-476-563-STANDARD
1708,100,0.0,A6,350gsm Recycled Uncoated,None,Single Sided,,22.56,3,FLY-508-566-562-601-STANDARD
1830,100,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,,19.85,3,FLY-567-509-615-698-STANDARD
5324,100,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,,17.1,3,FLY-505-666-521-419-STANDARD
5463,100,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,18.95,5,FLY-552-604-479-515-STANDARD
6218,100,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,48.74,5,FLY-656-509-659-646-STANDARD
